412,443,490,510,560,665,683,710,765,778,799,800
0.000399,0.000579,0.001341,0.001603,0.002006,0.000574,0.000518,0.000262,4.70E-05,4.80E-05,4.80E-05,4.80E-05
0.000772,0.000996,0.001799,0.001752,0.001364,0.000219,0.000204,9.00E-05,2.00E-05,1.90E-05,1.90E-05,1.90E-05
0.000634,0.000841,0.001725,0.001852,0.001675,0.000251,0.000226,0.000105,2.10E-05,2.00E-05,2.00E-05,2.00E-05
0.000324,0.000433,0.000964,0.000981,0.000814,0.000143,0.000141,6.40E-05,1.30E-05,1.20E-05,1.20E-05,1.20E-05
0.000572,0.000762,0.001529,0.001581,0.001354,0.000208,0.000176,8.70E-05,2.00E-05,2.00E-05,2.00E-05,2.00E-05
0.000516,0.000686,0.001348,0.001335,0.001066,0.000183,0.000164,7.60E-05,2.10E-05,1.90E-05,1.90E-05,1.90E-05
0.000296,0.000411,0.000886,0.000968,0.000941,0.000182,0.000165,7.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05
0.002031,0.002253,0.002314,0.001703,0.000819,7.90E-05,6.50E-05,2.90E-05,9.00E-06,8.00E-06,8.00E-06,8.00E-06
0.003648,0.004025,0.004197,0.003182,0.001766,0.000534,0.000463,0.000334,0.000114,0.000127,0.000127,0.000127
0.001362,0.001789,0.003344,0.003502,0.00321,0.000525,0.000489,0.000218,4.00E-05,3.90E-05,3.90E-05,3.90E-05
0.000389,0.000517,0.000997,0.00104,0.000926,0.00018,0.000162,7.60E-05,1.60E-05,1.60E-05,1.60E-05,1.60E-05
0.000809,0.001043,0.001869,0.001781,0.001331,0.000237,0.000214,0.00011,2.50E-05,2.50E-05,2.50E-05,2.50E-05
0.000394,0.000555,0.00121,0.001391,0.001567,0.000397,0.00035,0.000174,3.90E-05,3.90E-05,3.90E-05,3.90E-05
0.001013,0.001287,0.00204,0.001832,0.001227,0.000175,0.000146,7.10E-05,1.40E-05,1.40E-05,1.40E-05,1.40E-05
0.000598,0.0008,0.001537,0.001557,0.001299,0.000247,0.000221,0.00011,4.60E-05,3.90E-05,3.90E-05,3.90E-05
0.000541,0.000688,0.001207,0.001167,0.000868,0.000129,0.000116,5.40E-05,1.30E-05,1.30E-05,1.30E-05,1.30E-05
